"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"31911","BMW","440i xDrive Coupe",53408,19,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31912","BMW","440i Gran Coupe",34026,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31913","BMW","440i Gran Coupe",33164,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31914","BMW","440i xDrive Gran Coupe",24872,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31915","BMW","440i xDrive Gran Coupe",46973,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31916","BMW","M4 Coupe",57695,17,25,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31917","BMW","M4 Coupe",42834,17,25,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31918","BMW","M4 Coupe",53007,17,24,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31919","BMW","M4 Coupe",58500,17,24,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31920","BMW","640i Gran Coupe",33911,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31921","BMW","640i Gran Coupe",25104,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31922","BMW","640i xDrive Gran Coupe",53040,19,28,6,3,"All-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"31923","BMW","640i xDrive Gran Coupe",65658,19,28,6,3,"All-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"31924","BMW","650i Gran Coupe",17144,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31925","BMW","650i Gran Coupe",31134,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31926","BMW","650i xDrive Gran Coupe",47676,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31927","BMW","650i xDrive Gran Coupe",65861,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31928","BMW","Alpina B6 xDrive Gran Coupe",28506,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31929","BMW","Alpina B6 xDrive Gran Coupe",56122,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31930","BMW","M6 Gran Coupe",18596,15,22,8,4.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"31931","BMW","M6 Gran Coupe",54126,15,22,8,4.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"31932","BMW","M6 Gran Coupe",17211,14,20,8,4.4,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31933","BMW","M6 Gran Coupe",29097,14,20,8,4.4,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31934","BMW","M550i xDrive",54997,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31935","BMW","M550i xDrive",40072,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31936","BMW","740i",26439,21,29,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31937","BMW","740i",45698,21,29,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31938","BMW","740i xDrive",59955,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31939","BMW","740i xDrive",24131,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31940","BMW","750i",31974,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31941","BMW","750i",25235,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31942","BMW","750i xDrive",28457,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31943","BMW","750i xDrive",41328,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31944","BMW","Alpina B7 xDrive",24569,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31945","BMW","Alpina B7 xDrive",66220,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31946","BMW","X4 xDrive28i",35071,20,28,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31947","BMW","X4 xDrive28i",19039,20,28,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31948","BMW","X4 M40i",22241,18,25,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31949","BMW","X4 M40i",24260,18,25,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31950","Chevrolet","Colorado ZR2 4WD",38262,16,18,6,3.6,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"31951","Chevrolet","Colorado ZR2 4WD",53929,16,18,6,3.6,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"31953","Subaru","WRX",37240,17,22,4,2.5,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31954","Subaru","WRX",68520,17,22,4,2.5,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31955","MINI","JCW Countryman All4",30909,22,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31956","MINI","JCW Countryman All4",53724,22,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31957","MINI","JCW Countryman All4",64154,20,29,4,2,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31958","MINI","JCW Countryman All4",52440,20,29,4,2,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31959","Cadillac","CT6 AWD",38576,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31960","Cadillac","CT6 AWD",29161,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31961","Subaru","Forester AWD",48979,22,28,4,2.5,"All-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31962","Subaru","Forester AWD",47169,22,28,4,2.5,"All-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"31963","Subaru","Forester AWD",54115,26,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"31964","Subaru","Forester AWD",45361,26,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"31965","Subaru","Forester AWD",55074,23,27,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31966","Subaru","Forester AWD",41570,23,27,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31967","Nissan","Rogue Sport FWD",65274,25,32,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"31968","Nissan","Rogue Sport FWD",23409,25,32,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"31969","Nissan","Rogue Sport AWD",65637,24,30,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31970","Nissan","Rogue Sport AWD",61410,24,30,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31973","Jaguar","F-Type Coupe",69828,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31974","Jaguar","F-Type Coupe",44735,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31975","Jaguar","F-Type Convertible",61416,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31976","Jaguar","F-Type Convertible",53876,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31977","Jaguar","F-Type S AWD Coupe",43595,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31978","Jaguar","F-Type S AWD Coupe",17229,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31979","Jaguar","F-Type S AWD Convertible",31934,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31980","Jaguar","F-Type S AWD Convertible",19290,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31981","Jaguar","F-Type Coupe",29594,16,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31982","Jaguar","F-Type Coupe",16466,16,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31983","Jaguar","F-Type Convertible",39285,16,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31984","Jaguar","F-Type Convertible",52273,16,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31985","Jaguar","F-Type S Coupe",39212,15,24,6,3,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"31986","Jaguar","F-Type S Coupe",34882,15,24,6,3,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"31987","Jaguar","F-Type S Convertible",16694,15,24,6,3,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"31988","Jaguar","F-Type S Convertible",69396,15,24,6,3,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"31989","Jaguar","XE",23188,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31990","Jaguar","XE",28406,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31991","Jaguar","XE AWD",36401,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31992","Jaguar","XE AWD",42995,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31993","Jaguar","XF",19116,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31994","Jaguar","XF",46571,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31995","Jaguar","XF AWD",32847,20,28,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31996","Jaguar","XF AWD",37368,20,28,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31997","Hyundai","Sonata",26522,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"31998","Hyundai","Sonata",29665,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"31999","Hyundai","Sonata",44071,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"32000","Hyundai","Sonata",24192,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"32001","Hyundai","Sonata SE",60723,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32002","Hyundai","Sonata SE",42727,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32003","Hyundai","Sonata SE",50694,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32004","Hyundai","Sonata SE",50184,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32005","Hyundai","Santa Fe Sport FWD",26228,20,28,4,2,"Front-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32006","Hyundai","Santa Fe Sport FWD",26172,20,28,4,2,"Front-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32007","Hyundai","Santa Fe Sport AWD",58312,19,26,4,2,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32008","Hyundai","Santa Fe Sport AWD",36610,19,26,4,2,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32009","Jaguar","F-Pace",53732,18,23,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32010","Jaguar","F-Pace",15292,18,23,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32011","Ferrari","488 GTB",32533,15,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32012","Ferrari","488 GTB",52482,15,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32013","Ferrari","488 GTB",69621,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32014","Ferrari","488 GTB",62641,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32015","Ferrari","488 Spider",61124,15,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32016","Ferrari","488 Spider",38382,15,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32017","Ferrari","488 Spider",51939,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32018","Ferrari","488 Spider",27398,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32019","Jaguar","F-Type S Coupe",48883,19,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32020","Jaguar","F-Type S Coupe",23201,19,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32021","Jaguar","F-Type S Convertible",60377,19,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32022","Jaguar","F-Type S Convertible",47947,19,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32023","Ferrari","GTC4Lusso",39476,12,17,12,6.3,"Part-time 4-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"32024","Ferrari","GTC4Lusso",46291,12,17,12,6.3,"Part-time 4-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"32025","Ferrari","California T",42434,16,23,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32026","Ferrari","California T",39717,16,23,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32027","Ferrari","California T",53205,16,23,8,3.9,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32028","Ferrari","California T",68807,16,23,8,3.9,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32029","Lexus","LC 500h",69875,26,35,6,3.5,"Rear-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32030","Lexus","LC 500h",33146,26,35,6,3.5,"Rear-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32031","Lexus","LC 500",16743,16,26,8,5,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32032","Lexus","LC 500",40765,16,26,8,5,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32033","Toyota","C-HR",37212,27,31,4,2,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32034","Toyota","C-HR",56257,27,31,4,2,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32035","Hyundai","Elantra",17669,28,37,4,2,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32036","Hyundai","Elantra",43128,28,37,4,2,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32037","Hyundai","Elantra",16710,28,37,4,2,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32038","Hyundai","Elantra",56519,28,37,4,2,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32039","Hyundai","Elantra",32944,26,36,4,2,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32040","Hyundai","Elantra",41158,26,36,4,2,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32041","Hyundai","Elantra SE",35537,29,38,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32042","Hyundai","Elantra SE",47395,29,38,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32043","Hyundai","Elantra SE",38714,29,38,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","It's a monster!",8
"32044","Hyundai","Elantra SE",27918,29,38,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","It's a monster!",8
"32045","Genesis","G80 AWD",69309,15,23,8,5,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32046","Genesis","G80 AWD",39592,15,23,8,5,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32047","Genesis","G80 RWD",60759,16,24,8,5,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32048","Genesis","G80 RWD",26671,16,24,8,5,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32049","Chevrolet","Equinox FWD",65955,22,29,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32050","Chevrolet","Equinox FWD",69189,22,29,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32051","GMC","Terrain FWD",69649,22,28,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32052","GMC","Terrain FWD",46575,22,28,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32053","Hyundai","Santa Fe Sport FWD",40068,21,27,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"32054","Hyundai","Santa Fe Sport FWD",67870,21,27,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"32055","Hyundai","Santa Fe Sport Ultimate FWD",28551,20,27,4,2,"Front-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32056","Hyundai","Santa Fe Sport Ultimate FWD",47208,20,27,4,2,"Front-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32057","Kia","Sorento FWD",36403,21,28,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"32058","Kia","Sorento FWD",41320,21,28,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"32059","Chevrolet","Equinox AWD",20714,22,28,4,2,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32060","Chevrolet","Equinox AWD",59053,22,28,4,2,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32061","GMC","Terrain AWD",24255,21,26,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32062","GMC","Terrain AWD",38573,21,26,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32063","Hyundai","Santa Fe Sport AWD",67575,20,26,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32064","Hyundai","Santa Fe Sport AWD",40534,20,26,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32065","Kia","Sorento AWD",67475,21,25,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32066","Kia","Sorento AWD",30197,21,25,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32067","Subaru","Crosstrek AWD",49210,23,29,4,2,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"32068","Subaru","Crosstrek AWD",29680,23,29,4,2,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"32069","Subaru","Crosstrek AWD",46935,27,33,4,2,"All-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32070","Subaru","Crosstrek AWD",33224,27,33,4,2,"All-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32071","Honda","Civic 5Dr - Type R",45488,22,28,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"32072","Honda","Civic 5Dr - Type R",33668,22,28,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"32073","Honda","Civic 5Dr - Type R",28240,22,28,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"32074","Chevrolet","Colorado ZR2 4WD",51290,19,22,4,2.8,"4-Wheel Drive",2050,"Diesel","It's a monster!",3
"32075","Chevrolet","Colorado ZR2 4WD",49560,19,22,4,2.8,"4-Wheel Drive",2050,"Diesel","It's a monster!",3
"32076","Ferrari","812 Superfast",50499,12,16,12,6.5,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"32077","Ferrari","812 Superfast",31734,12,16,12,6.5,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"32078","Ferrari","GTC4Lusso T",59235,15,21,8,3.9,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32079","Ferrari","GTC4Lusso T",63198,15,21,8,3.9,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32080","Infiniti","QX30",44057,24,33,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32081","Infiniti","QX30",21493,24,33,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32082","Infiniti","QX30 AWD",44886,21,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32083","Infiniti","QX30 AWD",26412,21,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32084","Cadillac","CTS",65221,22,30,4,2,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32085","Cadillac","CTS",41527,22,30,4,2,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32086","Kia","Optima",15037,22,31,4,2,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32087","Kia","Optima",68266,22,31,4,2,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32088","Kia","Optima",22063,24,34,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"32089","Kia","Optima",68107,24,34,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"32090","Kia","Optima",33440,24,34,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"32091","Kia","Optima",47586,24,34,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"32092","Kia","Optima FE",16044,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32093","Kia","Optima FE",68440,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","It's a monster!",6
"32094","Kia","Optima FE",34220,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32095","Kia","Optima FE",47066,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",6
"32096","Hyundai","Santa Fe Sport Ultimate AWD",51109,19,24,4,2,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32097","Hyundai","Santa Fe Sport Ultimate AWD",61325,19,24,4,2,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32098","Jaguar","F-Type R AWD Coupe",36989,15,23,8,5,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
